config,trial,sender_id,policy,avg_rtt_ms,avg_throughput_mbps,avg_loss_pct,avg_reward
hybrid_only,3,1,hybrid,789.9746959686279,1.3227500110864638,0.1434109211928887,-6.863818790985593
hybrid_only,3,2,hybrid,824.8932327270508,2.3470000118017196,0.0806687416171067,-6.0632697987030015
hybrid_only,3,3,hybrid,824.9180240631104,3.4337499916553496,0.04340577363134242,-4.902241796238439
hybrid_only,4,0,hybrid,854.2075008392334,2.5460000038146973,0.08075337957640431,-6.1575817637304455
hybrid_only,4,1,hybrid,857.168667602539,3.251500004529953,0.06569032401099427,-5.451567319517427
hybrid_only,4,2,hybrid,825.9491313934326,2.3047499775886537,0.07657265658963829,-6.107886649524949
hybrid_only,4,3,hybrid,817.9365754127502,1.4558749988675117,0.1378463307267996,-6.99918341671359
hybrid_only,5,0,hybrid,796.0953022003174,2.199250024557114,0.08769713009398158,-5.937097257634023
hybrid_only,5,1,hybrid,796.3679691314697,1.8737500190734864,0.06367621732394631,-6.217282106889104
hybrid_only,5,2,hybrid,797.5143733978272,2.8880000174045564,0.058708813718848084,-5.204561344011411
hybrid_only,5,3,hybrid,770.4705245971679,2.573499995470047,0.06874957122524614,-5.268704392952126
hybrid_only,6,0,hybrid,699.6209526062012,2.7675000190734864,0.13459482843824297,-4.497899163865012
hybrid_only,6,1,hybrid,701.0457248687744,3.5172500133514406,0.07742303321498187,-3.648053301766267
hybrid_only,6,2,hybrid,665.8377778053284,1.8837500125169755,0.1053093764376212,-4.985246518411551
hybrid_only,6,3,hybrid,695.5644077301025,1.3462249979376792,0.08598086315424905,-5.781380805671844
hybrid_only,7,0,hybrid,741.3929237365722,1.726300013065338,0.09171081267021321,-5.871050849640811
hybrid_only,7,1,hybrid,745.3538242340088,2.622749996185303,0.14730768166850078,-5.125403609491786
hybrid_only,7,2,hybrid,745.6477001190185,3.0505000203847885,0.06902834197567144,-4.54403366475674
hybrid_only,7,3,hybrid,742.8395797729493,2.0634999930858613,0.1426412134093926,-5.650178231462416
hybrid_only,8,0,hybrid,590.4434753417969,3.9262500166893006,0.04283406325806591,-2.0638528632448
hybrid_only,8,1,hybrid,588.5874504089355,2.193000015616417,0.062271631842301375,-3.8174177521575414
hybrid_only,8,2,hybrid,587.256799697876,1.666474986076355,0.14153276010867158,-4.489158531119748
hybrid_only,8,3,hybrid,583.3347260475159,1.727524997293949,0.26467541498663244,-4.635173093154474
